cardinal,birth_passage,century,source
"(16) 16. LANGLOIS, Chibly","Birth. November 29, 1958, La Vallée, diocese of Jacmel, Haïti. From a poor family. He is the eldest of four children. Two of them are Gertrude and Edguert.Education. He entered the Grand Seminary of Notre-Dame of Port-au-Prince in 1985, where he studied philosophy and theology; later, from 1994 to 1996, he studied and obtained a licentiate degree in pastoral theology at the Pontifical Lateran University in Rome. He is fluent in Italian as well as French and Creole; he also speaks English and understands Spanish.",twenty_first_century,fiu_scrape
"(147) 7. FISCHER, Anton Hubert","Birth. May 30, 1840, Jülich, archdiocese of Cologne, Germany, from a very humble family. Son of Wilhelm Joseph Fischer, a teacher, and Anna Margareta Horrig.Education. University of Bonn, Bonn (philosophy and theology); Akademia of Münster, Münster; Seminary of Cologne, Cologne; University of Tübingen, Tübingen (doctorate in theology).",nineteenth_century,fiu_scrape
"(37) 18. RAUBER, Karl-Joseph","Birth. April 11, 1934, Nürnberg, archdiocese of Bamberg, Germany. Only child of Dr. Leopold Rauber (1901-1981), a ministerial advisor, and Mathilde Wedermann (1904-1974), a teacher. Baptized on April 13, 1934, in the chapel of the hospital Theresienkrankenhaus, in Nürnberg, which belongs to the parish Allerheiligen, by Father Josef Wagner.Education. Elementary school in Nürnberg and Körbeldorf, where he had to move with his mother, after Nürnberg was bombed during the Second World War. The family later moved to Saarbrücken, then to Mainz. Secondary education at the Benedictine St.-Michaels-Gymnasium in Metten, where he obtained the Abitur in 1950. He studied theology and philosophy at the Johannes Gutenberg-University of Mainz. From October 1, 1962, he studied at the Pontifical Gregorian University, Rome, where he obtained a doctorate in canon law in 1966. At the same time, he studied diplomacy at the Pontifical Ecclesiastical Academy. Besides his native language, German, he spoke fluently English, French, Italian, Spanish and Latin.",twenty_first_century,fiu_scrape
"(15) 2. SPINOLA, Giovanni Battista (1681-1752)","Birth. July 6, 1681, Genoa (1). Of a patrician family. Eldest of the seven children of Francesco Spinola and Maria Negroni. Of the other six siblings only one daughter got married. Some sources call him iuniore; or Giovanni Battista Spinola III; or Giovan Battista Spinola. Grand-nephew of Cardinal Gianfrancesco Negroni (1686), on his mother's side. Related to Cardinal Niccolò Serra (1766), also on his mother's side. Other cardinals of the various branches of the Spinola family were Agostino Spinola (1527); Filippo Spinola (1583); Orazio Spinola (1606); Agustín Spínola (1621); Giandomenico Spinola (1626); Giulio Spinola (1666); Giambattista Spinola, seniore (1681); Giambattista Spinola, iuniore (1695); Niccolò Spinola (1715); Giorgio Spinola (1719); Girolamo Spinola (1759); and Ugo Pietro Spinola (1831)Education. Went to Rome when he was fifteen years old and studied at Seminario Romano; later, he continued his education under the direction of his grand-uncle Cardinal Negroni studying canon, civil and criminal law at La Sapienza University, where he obtained a doctorate.",eighteenth_century,fiu_scrape
"(18) 13. BIANCHI, O.P., Archangelo de' (1516-1580)","Birth. October 4, 1516, Gambolo, diocese of Vigevano (1). Of a well-to-do family. Son of Luigi Bianchi and Santina Panizzari. His last name is also listed as De Blanchis.Education. Entered the Order of Preachers (Dominicans) at the convent of San Pietro Martire, Vigevano, at a young age. Studied at the Monastery of S. Domenico, Bologna (doctorate in theology, 1537).",sixteenth_century,fiu_scrape
"(58) 2. CSÁKY, Imre (1672-1732)","Birth. October 28, 1672, Castle of Zips (Spis) Szepesváre (or Szepesvárban), fief of his family, diocese of Eger, Hungary (1). Of an ancient and wealthy family. Son of Count István Csáky and his second wife, Klára Melith. Before he was ten years old, he was destined to an ecclesiastical career; on March 2, 1682, he was appointed honorary abbot of Kereki. His first name is also listed as Emerico; and his last name as Czacky.Education. On August 5, 1682, he started his education at Jesuit Collegio Cassoviensis, under the supervision of Father János Kecskeméti, S.J.; it lasted until 1688; he then attended the Capitular school at Cassovia (Kosice), 1688; later, he went to Collegium Pazmaneum, Vienna, 1690-1693 ( masters of artes, 1691; doctorate in philosophy, 1693); finally, he studied at Collegio Germanico-Hungarico, Rome, 1693-1695 (obtained a doctorate in theology, September 5, 1695); received the diaconate on December 18, 1694. He was named canon of the cathedral chapter of Eger in 1693. He returned to Hungary in June 1695.",eighteenth_century,fiu_scrape
"(3) 2. PIERRE DE BERNIS, François-Joachim de (1715-1794)","Birth. May 22, 1715, château of Saint-Marcel-d'Ardèche, his parents' ancestral home, diocese of Nîmes, France. Of a noble but impoverished family. Son of François (Joachim) de Pierre de Bernis and Élisabeth du Chastel de Condres. His first name is also listed as Pierres de Bernis; and as de Bernis only. Grand-uncle of Cardinal Anne-Louis-Henri de La Fare (1823).Education. Initial education at home by his mother and private tutors; then, he studied at the school of the Clerics Regular of Saint Paul (Barnabites); later, at the Jesuit Collège Louis-le-Grand, Paris, from 1729; and finally, in 1731, at Seminary of Saint-Sulpice, Paris, where he completed his studies in 1734. Received the insignias of the clerical character.",eighteenth_century,fiu_scrape
"(35) 8. VERGA, Isidoro","Birth. April 29, 1832, Bassano Taverina, diocese of Orte.Education. Studied at the Seminary of Orte; at the Seminary of Viterbo; later, at Collegio Romano, Rome (theology); and, finally, at La Sapienza University, Rome (canon law).",nineteenth_century,fiu_scrape
"(15) 1. TONTI, Michelangelo (1566-1622)","Birth. Towards the end of 1566, Rimini. Of a modest family originally from Cesena.Education. Studied at the University of Bologna, where he obtained a doctorate in law; he also studied music.",seventeenth_century,fiu_scrape
"(49) 16. POUPARD, Paul","Birth. August 30, 1930, Bouzillé, diocese of Angers, France. Son of Joseph Poupard, a farmer, and Célestine Guéry. His baptismal name is Paul Joseph Jean.Education. Studied at the Minor Seminary of Beaupréau; at the University Seminary of Angers; at La Sorbonne University, Paris, where he earned doctorates in theology and in history; with theses on the relation between reason and faith; and relations between Church and State; and at École des Hautes Études, where he obtained a diploma.",twentieth_century,fiu_scrape
"(2) 2. CAPRIO, Giuseppe","Birth. November 15, 1914, Lapio, archdiocese of Benevento, Italy. Baptized in the parish church of S. Catarina d'Alessandria, Lapio. He had an uncle, also named Giuseppe Caprio, who was a priest and for several years pro-secretary of the economy of the S.C. of Propaganda Fide.Education. Studied at the Archiepiscopal Seminary of Benevento; at the Pontifical Gregorian University, Rome, where he obtained a licentiate in theology and a doctorate in canon law; and at the Pontifical Academy of Ecclesiastical Nobles, Rome.",twentieth_century,fiu_scrape
"(46) 12. SPINELLI, Ferdinando (1728-1795)","Birth. November 9, 1728, Naples. From a noble family. Eldest of the nine children of Giovanni Battista Spinelli, marquis of Fuscaldo, and Maria Imperiale, of the princes of Francavilla. The other siblings were Maria, Giovanna, Giulia, Antonia, Giuseppe married to Ana Doria, sister of Cardinal Giorgio Doria (1743)), Giovanni Battista (professed knight of Malta), Tommaso Francesco and Filippo (governor of Capua). Nephew of Cardinal Giuseppe Spinelli (1735). Another cardinal of the family was Filippo Spinelli (1604). His first name is also listed as Fernando.Education. "" ... fu con ogni cura educato alla pietà, a la buona morale e alle lettere, non senza successo in queste pel suo svegliato ingegno ... "" (1).",eighteenth_century,fiu_scrape
"(19) 19. FELIX, Kelvin Edward","Birth. February 15, 1933, Roseau, Dominica. He was one of the nine children of Major Edward Mosley Felix, chief of the Dominica Police Force, and Melanie Cadette.Education. He received his primary education at the Roseau Boys School, and his secondary education at the Dominica Grammar School; he was a fine soccer player, representing the Grammar School with distinction. In 1950, he left Dominica to study for the priesthood at St. John Vianney Seminary in Port of Spain, Trinidad and Tobago. From 1962, he studied at St. Francis Xavier University, Nova Scotia, Canada, where he obtained a diploma in Adult Education, graduating in 1963; and in 1967, he completed a masters in sociology and anthropology at the University of Notre Dame, Indiana, United States of America. He did post graduate studies in sociology at the University of Bradford, Yorkshire, England, graduating in 1970.",twenty_first_century,fiu_scrape
"(74) 1. GUARINO, Giuseppe","Birth. March 6, 1827, in the morning, Montedoro, diocese of Castalnisetta (before Agrigento), Sicily. Second of the five children of Michele Guarino, a notary, and Angela Papia. The other siblings were Paolino, Achille, Pietro and Vicenza. He was baptized on the same day of his birth by Father Pietro Guarino, his paternal uncle, parish priest of Montedoro.Education. Studied at the Diocesan Seminary of of Agrigento. Received the diaconate from Antonio Stromillo, C.R., bishop of Caltanisetta.",nineteenth_century,fiu_scrape
"(55) 16. KHOARAI, O.M.I., Sebastian Koto","Birth. September 11, 1929, Koaling, diocese of Leribe, Lesotho, then British colony of Basutoland. Son of Mafa Khoarai and Elizabeth ‘M’a Khoarai. He was baptized when he was 11 years old on December 12, 1940, in the church of Saint Paul in Butha-Buthe.Education. Completed his philosophical and theological studies in the Major Seminary of Saint Augustine, in the city of Rome in Lesotho, in the territory of the archdiocese of Maseru, the capital of the Kingdom. Joined the Congregation of the Oblates of Mary Immaculate (O.M.I.) and on January 5, 1950 was admitted to the novitiate; on January 6, 1951, emitted the religious profession.",twenty_first_century,fiu_scrape
"(6) 6. TOUCHET, Stanislas-Arthur-Xavier","Birth. November 13, 1842, Soliers, diocese of Bayeux, France. Nephew of Arthur-Xavier Ducellier, bishop of Bayonne and archbishop of Besançon.Education. Studied at the Seminary of Saint-Sulpice, Paris.",twentieth_century,fiu_scrape
"(141) 4. ANTONETTI, Lorenzo","Birth. July 31, 1922, Romagnano Sesia, diocese of Novara, Italy. Son of Leopoldo Antonetti and Maddalena Tinelli.Education. Studied at the Seminary of Novara; at Almo Collegio Capranica, Rome; at the Pontifical University of S. Tommaso d'Aquino (Angelicum), Rome, where he obtained a licentiate in theology; at the Pontifical Gregorian University, Rome, where he obtained a doctorate in canon law; and, from 1949 to 1950, at the Pontifical Ecclesiastical Academy, Rome (diplomacy).",twentieth_century,fiu_scrape
"(144) 4. TALIANI, Emidio","Birth. April 19, 1838, Montegallo, diocese of Ascoli-Piceno, Italy.Education. University of Rome, Rome (doctorates in theology and utroque iure, both canon and civil law).",nineteenth_century,fiu_scrape
"(55) 1. FERNÁNDEZ DE CÓRDOBA, Luis Antonio (1696-1771)","Birth. January 22, 1696, Montilla, diocese of Córdoba, Spain. Second of the seven children of Antonio Fernández de Córdoba y Figueroa and Catalina Portocarrero de Guzmán y de la Cerda, eleventh countess of Teba. He was baptized in the church of Santiago in Montilla on January 28, 1696 with the names Luis Antonio José Judas Tadeo Juan de la Cruz Vicente Anastasio Francisco Xavier. The other siblings were Domingo, twelfth count of Teba; María Dominga; Ana María; Francisca Xaviera, a nun; Ignacia de la Natividad, a nun; and Marma Margarita de la Cruz, also a nun. Related to Cardinal Luis Manuel Fernández de Portocarrero (1669), on his mother's side. His last name also listed as Córdoba only; as Fernández de Córdoba Portocarrero; and as Fernández de Córdoba Portocarrero Guzmán y Aguilar.Education. Studied at Colegio Mayor de Cuenca, University of Salamanca; and later, at the University of Alcalá, where he earned a doctorate in law.",eighteenth_century,fiu_scrape
"(5) 3. DESPUIG, Ausias (1423-1483)","Birth. 1423, Játiva, diocese of Valencia, Spain. His first name is also listed as Ausiàs; as Auziás; as Osias; and as Auxias; and his last name as de Podio; as de Poggio;, and as del Puch. He was called the Cardinal of Monreale.Education. Obtained doctorates in theology and utroque iure, both canon and civil law.",fifteenth_century,fiu_scrape
"(3) 3. UGUCCIONE, Francesco (1327-1412)","Birth. 1327, Urbino. Son of Sante di Uguccione. His last name is also listed as Ugoccione; as Hugotion; as Hugociano; as Aguzzoni; and as Aguzzonis. He was called the Cardinal of Bordeaux.Education. Obtained a doctorate in utroque iure, both canon and civil law.",fifteenth_century,fiu_scrape
